the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2023,7,,,0,12,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-122.410143 37.773833),42,498564.5333333331,32836,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,7,0.284812212681065,4,1,2,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.079421433267587,1,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,51,,,1,5,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-77.0368707 38.9071923),56,2127959.000000005,163261,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,12,0.065815284564907,3,0,3,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.065959150981177,-1,1
POINT (-72.673371 40.909849),3,,,40.909849,-72.673371,"CitiBike (New York, NY)",2020,42,,,1,1,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,32,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,9999
POINT (-71.0588801 42.3600825),1,5752827.78333339,331258,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,6,0.067851984036273,3,1,5,1,05/28/23 through 06/24/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.080597396037158,-1,1
POINT (-85.3096801 35.0456297),54,251103,8018,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,3,0.00302577455753,1,0,10,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.03458064516129,1,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,5,,,0,11,1,05/02/21 through 05/29/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,41,,,1,1,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,32,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-122.410143 37.773833),42,4363313.633333341,351212,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,10,0.066972980033695,3,1,2,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.011101003005562,1,1
POINT (-77.0368707 38.9071923),56,245465.63333333336,12781,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,8,0.078202343439288,3,0,3,1,08/01/21 through 08/28/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.113036662892972,1,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,2,,,1,1,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,11,,,1,6,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-122.410143 37.773833),42,3027730.1333333296,253268,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,1,0.119414385381418,4,1,2,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.360298649208418,-2,1
POINT (-122.410143 37.773833),42,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,2,,,1,2,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,11,,,1,5,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2020,52,,,0,12,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,8,,,1,4,1,08/04/19 through 08/31/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-85.3096801 35.0456297),54,401174,11932,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,9,0.002651554966321,1,0,13,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.132498101746393,1,1
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,11,,,0,7,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,2,,,1,4,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-71.0588801 42.3600825),1,812678.9333333321,58438,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,2,0.059534991758135,3,1,5,1,01/31/21 through 02/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.548333243161775,-3,1
POINT (-79.9849659685496 40.4454577489795),29,376805,7729,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,5,0.003885659358034,1,0,11,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",-0.140744858254586,-1,1
POINT (-122.410143 37.773833),42,195947.33333333326,14784,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,2,0.507849266600254,4,1,2,1,01/29/23 through 02/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.434819175777965,-2,9999
POINT (-72.673371 40.909849),3,21789597.41666657,1661066,40.909849,-72.673371,"CitiBike (New York, NY)",2022,3,0.62684101286841,4,1,1,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.253530650285637,2,1
POINT (-97.7492916839957 30.2703327863944),53,339459,19639,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,8,0.00383593623193,1,0,12,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.404893053866514,2,1
POINT (-97.7492916839957 30.2703327863944),53,428069,21594,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,7,0.003517613561301,1,0,12,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.261479144759902,2,1
POINT (-74.039894 40.724851),9999,831316.9166666659,33655,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,6,0.012210984625153,1,1,6,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",-0.078298734731884,-1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,41,,,1,1,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,2,,,1,6,1,01/31/21 through 02/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-77.0368707 38.9071923),56,440748.0499999998,24640,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,52,,,0,3,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,1,,,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-74.039894 40.724851),9999,310807.23333333415,37205,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,10,0.011142304038602,1,1,6,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,1
POINT (-71.0588801 42.3600825),1,5242430.599999958,300383,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,8,0.077906681498476,3,1,5,1,08/04/19 through 08/31/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-77.0368707 38.9071923),56,318208.41666666674,24516,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,11,0.379692727047454,4,0,3,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",3.194354148845167,4,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,11,,,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,31,,,1,10,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,6,,,0,7,1,06/02/19 through 06/29/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-74.039894 40.724851),9999,36748.7333333334,1220,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,42,,,1,6,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-93.2650108 44.977753),25,409345.21666666697,21494,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,8,0.00419825924788,1,1,10,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.103220961281709,-1,1
POINT (-87.6297982 41.8781136),60,1454765.5500000075,141822,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,12,0.057172596563565,3,1,4,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.209248902989111,-1,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,8,,,0,13,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,7,,,0,11,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-82.9987942 39.9611755),58,7600.416666666666,506,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,11,0.002996600694074,1,1,8,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.112280701754386,-1,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,2,,,0,12,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-72.673371 40.909849),3,7130146.683333335,347011,40.909849,-72.673371,"CitiBike (New York, NY)",2020,51,,,1,1,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,1
POINT (-97.7492916839957 30.2703327863944),53,315692,15553,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2023,6,0.003185740141268,1,0,12,1,05/28/23 through 06/24/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",-0.136328298533985,-1,1
POINT (-122.410143 37.773833),42,929511.7333333336,62342,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,2,0.752859057809122,4,1,2,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.321925360474979,2,2
POINT (-122.6764816 45.5230622),74,74832.21666666662,4529,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,1,0.002135397094747,1,1,13,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.250785773366419,-2,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,42,,,0,13,0,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-122.410143 37.773833),42,3597869.0333333528,286640,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,5,0.062205212095381,3,1,2,1,04/30/23 through 05/27/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.092032157722351,-1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,2,,,1,1,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-97.7492916839957 30.2703327863944),53,267961,10194,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2020,10,0.003422191471512,1,0,12,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.397587057855772,2,1
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,10,,,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,268776,10997,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,8,0.002852157999749,1,0,11,1,08/04/19 through 08/31/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-118.2436849 34.0522342),73,488397,24905,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,1,0.009415252520059,1,1,9,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.260055653933721,2,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,7,,,0,12,1,06/27/21 through 07/31/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-93.2650108 44.977753),25,164702.16666666657,7477,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,0.0800561045858,3,1,10,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,-4,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,51,,,1,8,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,2
POINT (-97.7492916839957 30.2703327863944),53,448768,24755,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2023,1,0.009358545518332,1,0,12,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.672070246538332,3,1
POINT (-72.673371 40.909849),3,15250229.7666669,1243697,40.909849,-72.673371,"CitiBike (New York, NY)",2019,3,0.537958219357027,4,1,1,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,3,,,1,14,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,4,,,0,11,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-93.2650108 44.977753),25,310652.38333333336,15347,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.003761877355003,1,1,10,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.154575001377183,-1,1
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,1,,,1,9,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,3,,,0,10,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-87.6297982 41.8781136),60,4207452.633333316,290736,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,4,0.072423005593592,3,1,4,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.14474570587249,-1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,9,,,1,1,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-82.9987942 39.9611755),58,717.2333333333333,61,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,3,0.001949878532157,1,1,8,1,02/26/23 through 03/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.512,-3,9999
POINT (-74.039894 40.724851),9999,1300624.783333326,116927,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,9,0.018107751084433,1,1,6,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.072036306958834,1,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,8,,,0,13,1,08/01/21 through 08/28/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,10,,,0,13,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-93.2650108 44.977753),25,51261.21666666668,3098,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,10,0.027400652733432,2,1,10,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,-4,2
POINT (-72.673371 40.909849),3,42259073.81666817,3185643,40.909849,-72.673371,"CitiBike (New York, NY)",2023,4,0.649809369930445,4,1,1,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.266447776431413,2,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,10,,,1,5,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-122.410143 37.773833),42,807328.1666666666,42142,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,41,,,1,2,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,11,,,0,10,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-122.410143 37.773833),42,3522712.633333332,232606,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,6,0.053933671179109,3,1,2,1,05/30/21 through 06/26/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.60797190615106,3,1
POINT (-97.7492916839957 30.2703327863944),53,145775,6336,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2020,3,0.003755839601464,1,0,12,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",-0.5590507342195,-3,1
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,4,,,1,8,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,7,,,1,9,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,108405,4723,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,12,0.002772359522729,1,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,1
POINT (-79.9849659685496 40.4454577489795),29,90768,5962,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,11,0.00189896741656,1,0,11,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",0.302031011137803,2,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,3,,,1,4,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,9,,,0,13,1,09/01/19 through 10/05/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,6,,,1,4,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-74.039894 40.724851),9999,780505.5999999994,79642,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,10,0.018466887966959,1,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.030684215294224,1,1
POINT (-122.410143 37.773833),42,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,41,,,1,2,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,5,,,1,9,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-77.0368707 38.9071923),56,67072.93333333342,4885,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,12,0.073675796332046,3,0,3,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.238147223955084,-1,9999
POINT (-79.9849659685496 40.4454577489795),29,,,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,32,,,0,11,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-122.410143 37.773833),42,1878247.0666666667,153216,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,31,,,1,2,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,6,,,0,13,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,9,,,0,13,1,08/29/21 through 10/02/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
