the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,8,,,1,1,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,440401,23074,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,3,0.008707498396166,1,0,12,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.588352722516693,3,1
POINT (-75.1652215 39.9525839),43,1664310,98250,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,7,0.021463094945523,1,0,7,1,06/30/19 through 08/03/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-118.2436849 34.0522342),73,794,34,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,10,0.000300717299205,1,1,9,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.951079136690647,-4,2
POINT (-75.1652215 39.9525839),43,490339,34420,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,12,0.020204237724399,1,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-75.1652215 39.9525839),43,1225265,83510,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,4,0.020802532872162,1,0,7,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.116951555519889,1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,6,,,1,1,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,7149.416666666666,342,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,2,0.000348419986674,1,1,8,1,01/31/21 through 02/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.558139534883721,-3,1
POINT (-77.0368707 38.9071923),56,,,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,32,,,0,3,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,9,,,0,11,1,08/27/23 through 09/30/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,3,,,1,9,1,02/26/23 through 03/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-77.0368707 38.9071923),56,76364.08333333336,5372,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,11,0.063634209902867,3,0,3,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.358567164179105,-2,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,11,,,1,1,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,12,,,0,11,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-122.410143 37.773833),42,774083.7333333336,45390,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,10,0.610310331845318,4,1,2,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",1417.4375,4,9999
POINT (-93.2650108 44.977753),25,134986.40000000002,8249,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,8,0.050472664973843,3,1,10,1,08/01/21 through 08/28/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",0.10324996656413,1,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2020,6,,,0,12,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,4,,,1,5,1,03/28/21 through 05/01/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-74.039894 40.724851),9999,269070.8333333322,28626,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,1,0.016840913784005,1,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",1.393478260869565,4,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,8,,,0,11,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,6,,,1,6,1,06/02/19 through 06/29/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,3,,,0,7,1,02/26/23 through 03/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,31,,,0,13,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-77.0368707 38.9071923),56,257691.75000000006,14173,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,9,0.14448533534503,4,0,3,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,-4,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,4,,,0,11,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,7,,,1,5,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,7,,,0,11,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-118.2436849 34.0522342),73,320507,23002,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,11,0.009801214563168,1,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-82.9987942 39.9611755),58,4668.616666666667,322,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,6,0.003013485816963,1,1,8,1,05/30/21 through 06/26/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",39.25,4,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,4,,,1,6,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,4,,,1,4,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
POINT (-118.2436849 34.0522342),73,566288,25867,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,6,0.005225769526735,1,1,9,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.133225269429598,1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,7,,,1,1,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,10,,,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,8,,,1,5,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,10,,,0,3,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,7,,,1,9,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-72.673371 40.909849),3,13745733.466666877,1135773,40.909849,-72.673371,"CitiBike (New York, NY)",2022,2,0.626277135599005,4,1,1,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.793635427589605,4,1
POINT (-77.0368707 38.9071923),56,106922.15000000002,7639,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,2,0.092250655137851,3,0,3,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.159356503263014,1,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,9,,,0,11,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,567404,33499,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,12,0.0135044267623,1,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.772809060118544,4,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,11,,,1,6,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-71.0588801 42.3600825),1,6965569.683333318,392311,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,8,0.072043260737505,3,1,5,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.057311816071626,-1,1
POINT (-87.6297982 41.8781136),60,131001.40000000011,11293,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,1,0.276891013853132,4,1,4,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",1.067936275407435,4,9999
POINT (-122.410143 37.773833),42,2835738.333333328,190382,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,5,0.052089879954855,3,1,2,1,05/02/21 through 05/29/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.57052350233456,3,1
POINT (-79.9849659685496 40.4454577489795),29,41355.583333333314,3867,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,12,0.00155890081166,1,0,11,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",-0.013520408163265,-1,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,6,,,1,5,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,52,,,1,1,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,10,,,0,12,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,4,,,0,11,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,4,,,1,1,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-122.410143 37.773833),42,1179903.0999999994,73390,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,4,0.61768815122797,4,1,2,1,03/28/21 through 05/01/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.741493047316217,3,2
POINT (-118.2436849 34.0522342),73,782252,37034,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,9,0.005735223290266,1,1,9,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.175483124053789,-1,1
POINT (-122.410143 37.773833),42,158965.4666666667,7876,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,51,,,1,2,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,2
POINT (-85.3096801 35.0456297),54,214836,6252,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,11,0.002581876072426,1,0,10,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.869058295964126,4,1
POINT (-74.039894 40.724851),9999,315915.35000000085,20122,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,11,0.008309742535087,1,1,6,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",-0.287968860580326,-2,1
POINT (-74.039894 40.724851),9999,62687.249999999985,7314,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,32,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,6,,,1,6,1,06/02/19 through 06/29/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,3,,,0,3,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-122.410143 37.773833),42,3475762.1333333356,304434,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,31,,,1,2,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,1
POINT (-122.410143 37.773833),42,3666180.333333327,311504,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,12,0.090830971709796,3,1,2,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.377409883618098,2,1
POINT (-82.9987942 39.9611755),58,97637.94999999995,4011,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,8,0.000930881092531,1,1,8,1,08/01/21 through 08/28/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.297055730809674,-2,1
POINT (-118.2436849 34.0522342),73,533,42,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,10,0.000564728661324,1,1,9,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.851063829787234,-4,9999
POINT (-93.2650108 44.977753),25,166385.0333333333,9827,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,7,0.045772761783214,2,1,10,1,06/27/21 through 07/31/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",0.466716417910448,2,2
POINT (-74.039894 40.724851),9999,,,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,52,,,1,6,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-122.410143 37.773833),42,4246467.966666659,326710,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,8,0.059996415383587,3,1,2,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.082032896326558,-1,1
POINT (-74.039894 40.724851),9999,405998.7833333363,50635,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,2,0.019434777485519,1,1,6,1,01/29/23 through 02/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.70350558471269,3,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,5,,,0,12,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,7,,,0,7,1,06/27/21 through 07/31/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,12,,,0,10,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-71.0588801 42.3600825),1,2672004.650000004,194346,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,12,0.05666905088831,3,1,5,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",0.234130915187076,1,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2023,1,,,0,12,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-71.0588801 42.3600825),1,,,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,42,,,1,5,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,31,,,1,5,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,11,,,1,14,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-71.0588801 42.3600825),1,1860508.3833333326,103532,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,52,,,1,5,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-74.039894 40.724851),9999,454489.66666666616,60463,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,12,0.017630313069782,1,1,6,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.250579134607429,2,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,32,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-118.2436849 34.0522342),73,823633,43026,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,11,0.010640392042037,1,1,9,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.712682111296871,3,1
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,2,,,0,3,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-71.0588801 42.3600825),1,864330.1000000038,72029,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,1,0.039865883174681,2,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-118.2436849 34.0522342),73,421486,22248,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,41,,,1,9,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-87.6297982 41.8781136),60,12246792.283333523,709206,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,7,0.115528046835052,4,1,4,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.039961988664283,-1,1
POINT (-72.673371 40.909849),3,15293518.70000014,1099767,40.909849,-72.673371,"CitiBike (New York, NY)",2020,12,0.698171229124225,4,1,1,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.153362606983937,1,1
POINT (-87.6297982 41.8781136),60,5954166.666666662,338289,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,51,,,1,4,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-122.6764816 45.5230622),74,457913.6333333317,19275,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,7,0.004210698779389,1,1,14,1,06/30/19 through 08/03/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,1
POINT (-77.0368707 38.9071923),56,4132488.933333331,218745,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,6,0.05071976175195,3,0,3,1,05/30/21 through 06/26/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.153694014894201,1,1
POINT (-87.6297982 41.8781136),60,,,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,52,,,1,4,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-71.0588801 42.3600825),1,4264351.099999963,287706,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,11,0.080657537257426,3,1,5,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",0.176730907663111,1,1
POINT (-71.0588801 42.3600825),1,1127505.9833333325,87205,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,1,0.051303426484111,3,1,5,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",0.181879785864336,1,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,10,,,0,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,11,,,0,7,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-97.7492916839957 30.2703327863944),53,373784,18008,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,6,0.003638058438839,1,0,12,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.191556937735724,1,1
POINT (-97.7492916839957 30.2703327863944),53,268992,9946,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2021,1,0.006276183631062,1,0,12,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",1.048609680741504,4,1
POINT (-79.9849659685496 40.4454577489795),29,25396,505,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,42,,,0,11,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-79.9849659685496 40.4454577489795),29,230289,7269,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,3,0.003639039702028,1,0,11,1,02/28/21 through 03/27/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",1.126060251535537,4,1
